keggID,DECount,Expect,N,notDECount,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Class,Description,SubVsCont
ath00600,8,5.454022988505747,32,24,8/32,8/949,24/4176,0.3596070352779192,0.3596070352779192,0.3596070352779192,Metabolism; Lipid metabolism,Sphingolipid metabolism,gad21_subVScont
ath00511,5,3.1815134099616857,19,14,5/19,5/949,14/4176,0.37536672128929854,0.37536672128929854,0.37536672128929854,Metabolism; Glycan biosynthesis and metabolism,Other glycan degradation,gad21_subVScont
ath00073,9,6.3630268199233715,37,28,9/37,9/949,28/4176,0.3933233869461703,0.3933233869461703,0.3933233869461703,Metabolism; Lipid metabolism,"Cutin, suberine and wax biosynthesis",gad21_subVScont
ath00430,3,1.818007662835249,11,8,3/11,3/949,8/4176,0.4382803202151186,0.4382803202151186,0.4382803202151186,Metabolism; Metabolism of other amino acids,Taurine and hypotaurine metabolism,gad21_subVScont
ath00906,7,4.999521072796935,29,22,7/29,7/949,22/4176,0.4696953248632995,0.4696953248632995,0.4696953248632995,Metabolism; Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,gad21_subVScont
ath04145,18,14.771312260536398,83,65,18/83,18/949,65/4176,0.47556900743410735,0.47556900743410735,0.47556900743410735,Cellular Processes; Transport and catabolism,Phagosome,gad21_subVScont
ath03410,9,7.499281609195402,42,33,9/42,9/949,33/4176,0.5558796987698981,0.5558796987698981,0.5558796987698981,Genetic Information Processing; Replication and repair,Base excision repair,gad21_subVScont
ath00290,5,3.636015325670498,21,16,5/21,5/949,16/4176,0.5710606756161168,0.5710606756161168,0.5710606756161168,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine biosynthesis",gad21_subVScont
ath00520,27,24.08860153256705,133,106,27/133,27/949,106/4176,0.5725805375751613,0.5725805375751613,0.5725805375751613,Metabolism; Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,gad21_subVScont
ath00909,5,4.0905172413793105,23,18,5/23,5/949,18/4176,0.5995489762269866,0.5995489762269866,0.5995489762269866,Metabolism; Metabolism of terpenoids and polyketides,Sesquiterpenoid and triterpenoid biosynthesis,gad21_subVScont
ath00630,16,14.08955938697318,78,62,16/78,16/949,62/4176,0.6592262180996828,0.6592262180996828,0.6592262180996828,Metabolism; Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,gad21_subVScont
ath00945,2,1.5907567049808429,9,7,2/9,2/949,7/4176,0.6760436664242648,0.6760436664242648,0.6760436664242648,Metabolism; Biosynthesis of other secondary metabolites,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",gad21_subVScont
ath00750,3,2.7270114942528734,15,12,3/15,3/949,12/4176,0.7485055597225643,0.7485055597225643,0.7485055597225643,Metabolism; Metabolism of cofactors and vitamins,Vitamin B6 metabolism,gad21_subVScont
ath00650,4,3.636015325670498,20,16,4/20,4/949,16/4176,0.7769824228361226,0.7769824228361226,0.7769824228361226,Metabolism; Carbohydrate metabolism,Butanoate metabolism,gad21_subVScont
ath00230,17,15.90756704980843,87,70,17/87,17/949,70/4176,0.7811955200985786,0.7811955200985786,0.7811955200985786,Metabolism; Nucleotide metabolism,Purine metabolism,gad21_subVScont
ath00640,8,7.499281609195402,41,33,8/41,8/949,33/4176,0.8405426765629382,0.8405426765629382,0.8405426765629382,Metabolism; Carbohydrate metabolism,Propanoate metabolism,gad21_subVScont
ath00920,8,7.726532567049809,42,34,8/42,8/949,34/4176,0.8441056883533492,0.8441056883533492,0.8441056883533492,Metabolism; Energy metabolism,Sulfur metabolism,gad21_subVScont
ath00564,19,18.18007662835249,99,80,19/99,19/949,80/4176,0.8959380744796045,0.8959380744796045,0.8959380744796045,Metabolism; Lipid metabolism,Glycerophospholipid metabolism,gad21_subVScont
ath00531,2,1.818007662835249,10,8,2/10,2/949,8/4176,1,1,1,Metabolism; Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,gad21_subVScont
ath00565,5,4.772270114942529,26,21,5/26,5/949,21/4176,1,1,1,Metabolism; Lipid metabolism,Ether lipid metabolism,gad21_subVScont
ath00670,4,3.8632662835249043,21,17,4/21,4/949,17/4176,1,1,1,Metabolism; Metabolism of cofactors and vitamins,One carbon pool by folate,gad21_subVScont
ath04075,113,52.48256695300657,291,178,113/291,113/1167,178/3958,2.1955591225568048e-10,2.1955591225568048e-10,2.1955591225568048e-10,Environmental Information Processing; Signal transduction,Plant hormone signal transduction,gad1245_subVScont
ath00999,29,10.614451743304699,65,36,29/65,29/1167,36/3958,8.141209005552636e-5,8.141209005552636e-5,8.141209005552636e-5,Metabolism; Biosynthesis of other secondary metabolites,Biosynthesis of various plant secondary metabolites,gad1245_subVScont
ath00053,28,10.319605861546236,63,35,28/63,28/1167,35/3958,1.1883015566725057e-4,1.1883015566725057e-4,1.1883015566725057e-4,Metabolism; Carbohydrate metabolism,Ascorbate and aldarate metabolism,gad1245_subVScont
ath00966,15,3.2433046993431027,26,11,15/26,15/1167,11/3958,1.2308095378678154e-4,1.2308095378678154e-4,1.2308095378678154e-4,Metabolism; Biosynthesis of other secondary metabolites,Glucosinolate biosynthesis,gad1245_subVScont
ath04016,51,25.946437594744822,139,88,51/139,51/1167,88/3958,1.9012937223283194e-4,1.9012937223283194e-4,1.9012937223283194e-4,Environmental Information Processing; Signal transduction,MAPK signaling pathway - plant,gad1245_subVScont
ath00480,40,18.575290550783222,103,63,40/103,40/1167,63/3958,2.0220968977507374e-4,2.0220968977507374e-4,2.0220968977507374e-4,Metabolism; Metabolism of other amino acids,Glutathione metabolism,gad1245_subVScont
ath00940,47,23.882516422435575,128,81,47/128,47/1167,81/3958,3.6877451478306453e-4,3.6877451478306453e-4,3.6877451478306453e-4,Metabolism; Biosynthesis of other secondary metabolites,Phenylpropanoid biosynthesis,gad1245_subVScont
ath02010,28,11.793835270338555,68,40,28/68,28/1167,40/3958,6.62378259543347e-4,6.62378259543347e-4,6.62378259543347e-4,Environmental Information Processing; Membrane transport,ABC transporters,gad1245_subVScont
ath00460,28,12.383527033855483,70,42,28/70,28/1167,42/3958,0.0013249165474347965,0.0013249165474347965,0.0013249165474347965,Metabolism; Metabolism of other amino acids,Cyanoamino acid metabolism,gad1245_subVScont
ath04626,66,40.68873168266801,204,138,66/204,66/1167,138/3958,0.0015296582745359568,0.0015296582745359568,0.0015296582745359568,Organismal Systems; Environmental adaptation,Plant-pathogen interaction,gad1245_subVScont
ath00860,22,9.14022233451238,53,31,22/53,22/1167,31/3958,0.0025069699890058576,0.0025069699890058576,0.0025069699890058576,Metabolism; Metabolism of cofactors and vitamins,Porphyrin metabolism,gad1245_subVScont
ath00906,14,4.422688226376958,29,15,14/29,14/1167,15/3958,0.002735809195648394,0.002735809195648394,0.002735809195648394,Metabolism; Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,gad1245_subVScont
ath00592,18,7.371147043961597,43,25,18/43,18/1167,25/3958,0.005279762113604862,0.005279762113604862,0.005279762113604862,Metabolism; Lipid metabolism,alpha-Linolenic acid metabolism,gad1245_subVScont
ath00260,26,12.973218797372411,70,44,26/70,26/1167,44/3958,0.0060206859935464695,0.0060206859935464695,0.0060206859935464695,Metabolism; Amino acid metabolism,"Glycine, serine and threonine metabolism",gad1245_subVScont
ath00520,44,26.241283476503284,133,89,44/133,44/1167,89/3958,0.006159398366869001,0.006159398366869001,0.006159398366869001,Metabolism; Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,gad1245_subVScont
ath00040,37,20.934057604850935,108,71,37/108,37/1167,71/3958,0.007199274823058074,0.007199274823058074,0.007199274823058074,Metabolism; Carbohydrate metabolism,Pentose and glucuronate interconversions,gad1245_subVScont
ath00071,19,8.255684689236988,47,28,19/47,19/1167,28/3958,0.007620837096708861,0.007620837096708861,0.007620837096708861,Metabolism; Lipid metabolism,Fatty acid degradation,gad1245_subVScont
ath00410,19,8.255684689236988,47,28,19/47,19/1167,28/3958,0.007620837096708861,0.007620837096708861,0.007620837096708861,Metabolism; Metabolism of other amino acids,beta-Alanine metabolism,gad1245_subVScont
ath00270,41,24.4722081859525,124,83,41/124,41/1167,83/3958,0.008856374113920418,0.008856374113920418,0.008856374113920418,Metabolism; Amino acid metabolism,Cysteine and methionine metabolism,gad1245_subVScont
ath00360,14,5.602071753410813,33,19,14/33,14/1167,19/3958,0.01127887271024112,0.01127887271024112,0.01127887271024112,Metabolism; Amino acid metabolism,Phenylalanine metabolism,gad1245_subVScont
ath00280,20,9.435068216270844,52,32,20/52,20/1167,32/3958,0.011508425994022973,0.011508425994022973,0.011508425994022973,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine degradation",gad1245_subVScont
ath00500,53,34.79181404749874,171,118,53/171,53/1167,118/3958,0.011997036259427477,0.011997036259427477,0.011997036259427477,Metabolism; Carbohydrate metabolism,Starch and sucrose metabolism,gad1245_subVScont
ath00062,15,6.191763516927741,36,21,15/36,15/1167,21/3958,0.014583241225095085,0.014583241225095085,0.014583241225095085,Metabolism; Lipid metabolism,Fatty acid elongation,gad1245_subVScont
ath00380,23,12.088681152097019,64,41,23/64,23/1167,41/3958,0.015790005824998354,0.015790005824998354,0.015790005824998354,Metabolism; Amino acid metabolism,Tryptophan metabolism,gad1245_subVScont
ath00950,10,3.5381505811015663,22,12,10/22,10/1167,12/3958,0.01878662657697431,0.01878662657697431,0.01878662657697431,Metabolism; Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis,gad1245_subVScont
ath00350,16,7.371147043961597,41,25,16/41,16/1167,25/3958,0.022689157838146578,0.022689157838146578,0.022689157838146578,Metabolism; Amino acid metabolism,Tyrosine metabolism,gad1245_subVScont
ath03030,18,8.845376452753916,48,30,18/48,18/1167,30/3958,0.022884165408737327,0.022884165408737327,0.022884165408737327,Genetic Information Processing; Replication and repair,DNA replication,gad1245_subVScont
ath00100,14,6.4866093986862055,36,22,14/36,14/1167,22/3958,0.027405398207267773,0.027405398207267773,0.027405398207267773,Metabolism; Lipid metabolism,Steroid biosynthesis,gad1245_subVScont
ath00130,15,7.076301162203133,39,24,15/39,15/1167,24/3958,0.03242699625453569,0.03242699625453569,0.03242699625453569,Metabolism; Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,gad1245_subVScont
ath00591,5,1.1793835270338555,9,4,5/9,5/1167,4/3958,0.03343901601273102,0.03343901601273102,0.03343901601273102,Metabolism; Lipid metabolism,Linoleic acid metabolism,gad1245_subVScont
ath03440,22,12.383527033855483,64,42,22/64,22/1167,42/3958,0.03456009401447229,0.03456009401447229,0.03456009401447229,Genetic Information Processing; Replication and repair,Homologous recombination,gad1245_subVScont
ath00901,3,0.2948458817584639,4,1,3/4,3/1167,1/3958,0.03909985379365926,0.03909985379365926,0.03909985379365926,Metabolism; Biosynthesis of other secondary metabolites,Indole alkaloid biosynthesis,gad1245_subVScont
ath01040,10,4.422688226376958,25,15,10/25,10/1167,15/3958,0.05305731968498596,0.05305731968498596,0.05305731968498596,Metabolism; Lipid metabolism,Biosynthesis of unsaturated fatty acids,gad1245_subVScont
ath00908,12,5.896917635169277,32,20,12/32,12/1167,20/3958,0.05617914913785287,0.05617914913785287,0.05617914913785287,Metabolism; Metabolism of terpenoids and polyketides,Zeatin biosynthesis,gad1245_subVScont
ath00196,9,3.8329964628600304,22,13,9/22,9/1167,13/3958,0.06895764629220756,0.06895764629220756,0.06895764629220756,Metabolism; Energy metabolism,Photosynthesis - antenna proteins,gad1245_subVScont
ath00601,3,0.5896917635169278,5,2,3/5,3/1167,2/3958,0.08131484719330233,0.08131484719330233,0.08131484719330233,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,gad1245_subVScont
ath00710,22,13.857756442647801,69,47,22/69,22/1167,47/3958,0.08179406056644208,0.08179406056644208,0.08179406056644208,Metabolism; Energy metabolism,Carbon fixation in photosynthetic organisms,gad1245_subVScont
ath00250,17,10.024759979787772,51,34,17/51,17/1167,34/3958,0.09120974889355586,0.09120974889355586,0.09120974889355586,Metabolism; Amino acid metabolism,"Alanine, aspartate and glutamate metabolism",gad1245_subVScont
ath00904,8,3.8329964628600304,21,13,8/21,8/1167,13/3958,0.114552950287265,0.114552950287265,0.114552950287265,Metabolism; Metabolism of terpenoids and polyketides,Diterpenoid biosynthesis,gad1245_subVScont
ath00905,4,1.4742294087923193,9,5,4/9,4/1167,5/3958,0.12644430519319136,0.12644430519319136,0.12644430519319136,Metabolism; Metabolism of terpenoids and polyketides,Brassinosteroid biosynthesis,gad1245_subVScont
ath00232,2,0.2948458817584639,3,1,2/3,2/1167,1/3958,0.1318822491582826,0.1318822491582826,0.1318822491582826,Metabolism; Biosynthesis of other secondary metabolites,Caffeine metabolism,gad1245_subVScont
ath00330,17,10.909297625063163,54,37,17/54,17/1167,37/3958,0.1410088836919383,0.1410088836919383,0.1410088836919383,Metabolism; Amino acid metabolism,Arginine and proline metabolism,gad1245_subVScont
ath00910,14,8.550530570995452,43,29,14/43,14/1167,29/3958,0.14262032491807003,0.14262032491807003,0.14262032491807003,Metabolism; Energy metabolism,Nitrogen metabolism,gad1245_subVScont
ath00960,12,7.076301162203133,36,24,12/36,12/1167,24/3958,0.15993754972546473,0.15993754972546473,0.15993754972546473,Metabolism; Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",gad1245_subVScont
ath00565,9,5.012379989893886,26,17,9/26,9/1167,17/3958,0.16003630271275224,0.16003630271275224,0.16003630271275224,Metabolism; Lipid metabolism,Ether lipid metabolism,gad1245_subVScont
ath00920,13,8.550530570995452,42,29,13/42,13/1167,29/3958,0.19945938448276965,0.19945938448276965,0.19945938448276965,Metabolism; Energy metabolism,Sulfur metabolism,gad1245_subVScont
ath03410,13,8.550530570995452,42,29,13/42,13/1167,29/3958,0.19945938448276965,0.19945938448276965,0.19945938448276965,Genetic Information Processing; Replication and repair,Base excision repair,gad1245_subVScont
ath00944,2,0.5896917635169278,4,2,2/4,2/1167,2/3958,0.22466464452290594,0.22466464452290594,0.22466464452290594,Metabolism; Biosynthesis of other secondary metabolites,Flavone and flavonol biosynthesis,gad1245_subVScont
ath00564,27,21.228903486609397,99,72,27/99,27/1167,72/3958,0.2773488693162765,0.2773488693162765,0.2773488693162765,Metabolism; Lipid metabolism,Glycerophospholipid metabolism,gad1245_subVScont
ath00603,4,2.063921172309247,11,7,4/11,4/1167,7/3958,0.2853386502458051,0.2853386502458051,0.2853386502458051,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,gad1245_subVScont
ath00290,7,4.127842344618494,21,14,7/21,7/1167,14/3958,0.2937279862476805,0.2937279862476805,0.2937279862476805,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine biosynthesis",gad1245_subVScont
ath00073,11,7.665992925720061,37,26,11/37,11/1167,26/3958,0.3253759308255208,0.3253759308255208,0.3253759308255208,Metabolism; Lipid metabolism,"Cutin, suberine and wax biosynthesis",gad1245_subVScont
ath00400,16,11.793835270338555,56,40,16/56,16/1167,40/3958,0.33523708836579424,0.33523708836579424,0.33523708836579424,Metabolism; Amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",gad1245_subVScont
ath00780,5,3.2433046993431027,16,11,5/16,5/1167,11/3958,0.3822502063506355,0.3822502063506355,0.3822502063506355,Metabolism; Metabolism of cofactors and vitamins,Biotin metabolism,gad1245_subVScont
ath00630,21,16.80621526023244,78,57,21/78,21/1167,57/3958,0.41368559549441775,0.41368559549441775,0.41368559549441775,Metabolism; Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,gad1245_subVScont
ath00590,6,4.127842344618494,20,14,6/20,6/1167,14/3958,0.42736868549032725,0.42736868549032725,0.42736868549032725,Metabolism; Lipid metabolism,Arachidonic acid metabolism,gad1245_subVScont
ath04145,22,17.985598787266294,83,61,22/83,22/1167,61/3958,0.42847816073833167,0.42847816073833167,0.42847816073833167,Cellular Processes; Transport and catabolism,Phagosome,gad1245_subVScont
ath00941,7,5.307225871652349,25,18,7/25,7/1167,18/3958,0.48209579761961396,0.48209579761961396,0.48209579761961396,Metabolism; Biosynthesis of other secondary metabolites,Flavonoid biosynthesis,gad1245_subVScont
ath00195,20,16.80621526023244,77,57,20/77,20/1167,57/3958,0.4946075554304817,0.4946075554304817,0.4946075554304817,Metabolism; Energy metabolism,Photosynthesis,gad1245_subVScont
ath00600,9,6.781455280444669,32,23,9/32,9/1167,23/3958,0.524765796650166,0.524765796650166,0.524765796650166,Metabolism; Lipid metabolism,Sphingolipid metabolism,gad1245_subVScont
ath00052,15,12.383527033855483,57,42,15/57,15/1167,42/3958,0.52584311672464,0.52584311672464,0.52584311672464,Metabolism; Carbohydrate metabolism,Galactose metabolism,gad1245_subVScont
ath00640,11,8.845376452753916,41,30,11/41,11/1167,30/3958,0.5743255100319735,0.5743255100319735,0.5743255100319735,Metabolism; Carbohydrate metabolism,Propanoate metabolism,gad1245_subVScont
ath00909,6,5.012379989893886,23,17,6/23,6/1167,17/3958,0.6270289489285351,0.6270289489285351,0.6270289489285351,Metabolism; Metabolism of terpenoids and polyketides,Sesquiterpenoid and triterpenoid biosynthesis,gad1245_subVScont
ath00240,16,14.152602324406265,64,48,16/64,16/1167,48/3958,0.6539062756733344,0.6539062756733344,0.6539062756733344,Metabolism; Nucleotide metabolism,Pyrimidine metabolism,gad1245_subVScont
ath00770,9,7.371147043961597,34,25,9/34,9/1167,25/3958,0.6809888582816092,0.6809888582816092,0.6809888582816092,Metabolism; Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,gad1245_subVScont
ath00220,9,7.960838807478525,36,27,9/36,9/1167,27/3958,0.6938953369007608,0.6938953369007608,0.6938953369007608,Metabolism; Amino acid metabolism,Arginine biosynthesis,gad1245_subVScont
ath00531,3,2.063921172309247,10,7,3/10,3/1167,7/3958,0.7044772261186281,0.7044772261186281,0.7044772261186281,Metabolism; Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,gad1245_subVScont
ath00430,3,2.358767054067711,11,8,3/11,3/1167,8/3958,0.7210716949028865,0.7210716949028865,0.7210716949028865,Metabolism; Metabolism of other amino acids,Taurine and hypotaurine metabolism,gad1245_subVScont
ath00750,4,3.2433046993431027,15,11,4/15,4/1167,11/3958,0.7578606445745262,0.7578606445745262,0.7578606445745262,Metabolism; Metabolism of cofactors and vitamins,Vitamin B6 metabolism,gad1245_subVScont
ath00561,16,14.742294087923193,66,50,16/66,16/1167,50/3958,0.7681636101099679,0.7681636101099679,0.7681636101099679,Metabolism; Lipid metabolism,Glycerolipid metabolism,gad1245_subVScont
ath00760,5,4.127842344618494,19,14,5/19,5/1167,14/3958,0.7835497062761797,0.7835497062761797,0.7835497062761797,Metabolism; Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,gad1245_subVScont
ath00562,19,17.690752905507832,79,60,19/79,19/1167,60/3958,0.7871124327791218,0.7871124327791218,0.7871124327791218,Metabolism; Carbohydrate metabolism,Inositol phosphate metabolism,gad1245_subVScont
ath04146,21,19.75467407781708,88,67,21/88,21/1167,67/3958,0.7980109469639478,0.7980109469639478,0.7980109469639478,Cellular Processes; Transport and catabolism,Peroxisome,gad1245_subVScont
ath03430,9,8.255684689236988,37,28,9/37,9/1167,28/3958,0.8441014003863918,0.8441014003863918,0.8441014003863918,Genetic Information Processing; Replication and repair,Mismatch repair,gad1245_subVScont
ath00230,20,19.75467407781708,87,67,20/87,20/1167,67/3958,0.9999999999999999,0.9999999999999999,0.9999999999999999,Metabolism; Nucleotide metabolism,Purine metabolism,gad1245_subVScont
ath00670,5,4.717534108135422,21,16,5/21,5/1167,16/3958,1,1,1,Metabolism; Metabolism of cofactors and vitamins,One carbon pool by folate,gad1245_subVScont
ath04075,119,69.57303370786516,291,172,119/291,119/1476,172/3649,5.283321792364271e-6,5.283321792364271e-6,5.283321792364271e-6,Environmental Information Processing; Signal transduction,Plant hormone signal transduction,gad2OEB33_subVScont
ath00860,30,9.303370786516854,53,23,30/53,30/1476,23/3649,2.2913411751073096e-5,2.2913411751073096e-5,2.2913411751073096e-5,Metabolism; Metabolism of cofactors and vitamins,Porphyrin metabolism,gad2OEB33_subVScont
ath00999,32,13.348314606741573,65,33,32/65,32/1476,33/3649,4.827765301107162e-4,4.827765301107162e-4,4.827765301107162e-4,Metabolism; Biosynthesis of other secondary metabolites,Biosynthesis of various plant secondary metabolites,gad2OEB33_subVScont
ath04016,59,32.359550561797754,139,80,59/139,59/1476,80/3649,5.723689614021014e-4,5.723689614021014e-4,5.723689614021014e-4,Environmental Information Processing; Signal transduction,MAPK signaling pathway - plant,gad2OEB33_subVScont
ath00966,15,4.449438202247191,26,11,15/26,15/1476,11/3649,0.0020419405351253324,0.0020419405351253324,0.0020419405351253324,Metabolism; Biosynthesis of other secondary metabolites,Glucosinolate biosynthesis,gad2OEB33_subVScont
ath00280,25,10.92134831460674,52,27,25/52,25/1476,27/3649,0.003170004082874372,0.003170004082874372,0.003170004082874372,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine degradation",gad2OEB33_subVScont
ath00906,16,5.258426966292135,29,13,16/29,16/1476,13/3649,0.0031891963333656407,0.0031891963333656407,0.0031891963333656407,Metabolism; Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,gad2OEB33_subVScont
ath00410,23,9.707865168539326,47,24,23/47,23/1476,24/3649,0.0033451800656944114,0.0033451800656944114,0.0033451800656944114,Metabolism; Metabolism of other amino acids,beta-Alanine metabolism,gad2OEB33_subVScont
ath00908,17,6.067415730337078,32,15,17/32,17/1476,15/3649,0.004965700691349201,0.004965700691349201,0.004965700691349201,Metabolism; Metabolism of terpenoids and polyketides,Zeatin biosynthesis,gad2OEB33_subVScont
ath02010,30,15.370786516853933,68,38,30/68,30/1476,38/3649,0.0067597046488432925,0.0067597046488432925,0.0067597046488432925,Environmental Information Processing; Membrane transport,ABC transporters,gad2OEB33_subVScont
ath00062,18,7.280898876404494,36,18,18/36,18/1476,18/3649,0.00851584375579233,0.00851584375579233,0.00851584375579233,Metabolism; Lipid metabolism,Fatty acid elongation,gad2OEB33_subVScont
ath00460,30,16.179775280898877,70,40,30/70,30/1476,40/3649,0.011336776866489163,0.011336776866489163,0.011336776866489163,Metabolism; Metabolism of other amino acids,Cyanoamino acid metabolism,gad2OEB33_subVScont
ath03030,22,10.51685393258427,48,26,22/48,22/1476,26/3649,0.01508760885923166,0.01508760885923166,0.01508760885923166,Genetic Information Processing; Replication and repair,DNA replication,gad2OEB33_subVScont
ath00196,12,4.044943820224719,22,10,12/22,12/1476,10/3649,0.015372542126199224,0.015372542126199224,0.015372542126199224,Metabolism; Energy metabolism,Photosynthesis - antenna proteins,gad2OEB33_subVScont
ath00053,27,14.561797752808989,63,36,27/63,27/1476,36/3649,0.016879199748778804,0.016879199748778804,0.016879199748778804,Metabolism; Carbohydrate metabolism,Ascorbate and aldarate metabolism,gad2OEB33_subVScont
ath00071,21,10.51685393258427,47,26,21/47,21/1476,26/3649,0.022323062688308533,0.022323062688308533,0.022323062688308533,Metabolism; Lipid metabolism,Fatty acid degradation,gad2OEB33_subVScont
ath00100,17,7.685393258426966,36,19,17/36,17/1476,19/3649,0.024687560928165507,0.024687560928165507,0.024687560928165507,Metabolism; Lipid metabolism,Steroid biosynthesis,gad2OEB33_subVScont
ath00940,48,32.359550561797754,128,80,48/128,48/1476,80/3649,0.029870247523985462,0.029870247523985462,0.029870247523985462,Metabolism; Biosynthesis of other secondary metabolites,Phenylpropanoid biosynthesis,gad2OEB33_subVScont
ath00195,31,18.60674157303371,77,46,31/77,31/1476,46/3649,0.030653837173903384,0.030653837173903384,0.030653837173903384,Metabolism; Energy metabolism,Photosynthesis,gad2OEB33_subVScont
ath00500,62,44.08988764044944,171,109,62/171,62/1476,109/3649,0.031698113213927334,0.031698113213927334,0.031698113213927334,Metabolism; Carbohydrate metabolism,Starch and sucrose metabolism,gad2OEB33_subVScont
ath00261,8,2.4269662921348316,14,6,8/14,8/1476,6/3649,0.033064366006827425,0.033064366006827425,0.033064366006827425,Metabolism; Biosynthesis of other secondary metabolites,Monobactam biosynthesis,gad2OEB33_subVScont
ath04626,72,53.39325842696629,204,132,72/204,72/1476,132/3649,0.04015882565934536,0.04015882565934536,0.04015882565934536,Organismal Systems; Environmental adaptation,Plant-pathogen interaction,gad2OEB33_subVScont
ath00592,19,9.707865168539326,43,24,19/43,19/1476,24/3649,0.04058541169717316,0.04058541169717316,0.04058541169717316,Metabolism; Lipid metabolism,alpha-Linolenic acid metabolism,gad2OEB33_subVScont
ath00300,8,2.831460674157303,15,7,8/15,8/1476,7/3649,0.04560108421132002,0.04560108421132002,0.04560108421132002,Metabolism; Amino acid metabolism,Lysine biosynthesis,gad2OEB33_subVScont
ath00130,17,8.898876404494382,39,22,17/39,17/1476,22/3649,0.0500094121144063,0.0500094121144063,0.0500094121144063,Metabolism; Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,gad2OEB33_subVScont
ath00910,18,10.112359550561798,43,25,18/43,18/1476,25/3649,0.0635455687623774,0.0635455687623774,0.0635455687623774,Metabolism; Energy metabolism,Nitrogen metabolism,gad2OEB33_subVScont
ath03010,119,97.88764044943821,361,242,119/361,119/1476,242/3649,0.07083822881747949,0.07083822881747949,0.07083822881747949,Genetic Information Processing; Translation,Ribosome,gad2OEB33_subVScont
ath00901,3,0.4044943820224719,4,1,3/4,3/1476,1/3649,0.07483379868372358,0.07483379868372358,0.07483379868372358,Metabolism; Biosynthesis of other secondary metabolites,Indole alkaloid biosynthesis,gad2OEB33_subVScont
ath00480,38,26.292134831460675,103,65,38/103,38/1476,65/3649,0.0780669089046429,0.0780669089046429,0.0780669089046429,Metabolism; Metabolism of other amino acids,Glutathione metabolism,gad2OEB33_subVScont
ath00640,17,9.707865168539326,41,24,17/41,17/1476,24/3649,0.08306317950714584,0.08306317950714584,0.08306317950714584,Metabolism; Carbohydrate metabolism,Propanoate metabolism,gad2OEB33_subVScont
ath04136,17,9.707865168539326,41,24,17/41,17/1476,24/3649,0.08306317950714584,0.08306317950714584,0.08306317950714584,Cellular Processes; Transport and catabolism,Autophagy - other,gad2OEB33_subVScont
ath00260,27,17.39325842696629,70,43,27/70,27/1476,43/3649,0.08315515037426276,0.08315515037426276,0.08315515037426276,Metabolism; Amino acid metabolism,"Glycine, serine and threonine metabolism",gad2OEB33_subVScont
ath00240,24,16.179775280898877,64,40,24/64,24/1476,40/3649,0.12750424839758298,0.12750424839758298,0.12750424839758298,Metabolism; Nucleotide metabolism,Pyrimidine metabolism,gad2OEB33_subVScont
ath00591,5,1.6179775280898876,9,4,5/9,5/1476,4/3649,0.13148159402903795,0.13148159402903795,0.13148159402903795,Metabolism; Lipid metabolism,Linoleic acid metabolism,gad2OEB33_subVScont
ath00565,11,6.067415730337078,26,15,11/26,11/1476,15/3649,0.13242275246264618,0.13242275246264618,0.13242275246264618,Metabolism; Lipid metabolism,Ether lipid metabolism,gad2OEB33_subVScont
ath00520,46,35.19101123595506,133,87,46/133,46/1476,87/3649,0.1455277631366088,0.1455277631366088,0.1455277631366088,Metabolism; Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,gad2OEB33_subVScont
ath00564,35,25.8876404494382,99,64,35/99,35/1476,64/3649,0.14648727406953843,0.14648727406953843,0.14648727406953843,Metabolism; Lipid metabolism,Glycerophospholipid metabolism,gad2OEB33_subVScont
ath00601,3,0.8089887640449438,5,2,3/5,3/1476,2/3649,0.14746681969857584,0.14746681969857584,0.14746681969857584,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,gad2OEB33_subVScont
